COU,Country,Variable,Year,Unit,Value
BDI,Burundi,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.8514826
KHM,Cambodia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,171.069
KHM,Cambodia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,154.862
KHM,Cambodia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,150.962
KHM,Cambodia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,169.331
KHM,Cambodia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,192.307
KHM,Cambodia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,194.625
KHM,Cambodia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,212.328
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.719822
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.556891
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.517687
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.702357
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.933343
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.472037
KHM,Cambodia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.63869
CPV,Cabo Verde,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,184.349
CPV,Cabo Verde,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,212.3
CPV,Cabo Verde,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,286.153
CPV,Cabo Verde,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,299.887
CPV,Cabo Verde,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,271.376
CPV,Cabo Verde,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,458.437
CPV,Cabo Verde,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,579.372
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.472058
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.782789
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.590571
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.669417
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.273447
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.523956
CPV,Cabo Verde,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,6.886817
TCD,Chad,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,131.522
TCD,Chad,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,127.73
TCD,Chad,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,143.665
TCD,Chad,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,137.029
TCD,Chad,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,141.255
TCD,Chad,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,166.588
TCD,Chad,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,163.741
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.322244
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.284124
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.444324
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.377609
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.420094
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.674775
TCD,Chad,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.647803
CHL,Chile,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,278.542
CHL,Chile,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,263.768
CHL,Chile,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,262.845
CHL,Chile,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,257.353
CHL,Chile,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,272.026
CHL,Chile,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,301.959
CHL,Chile,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,307.534
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.263566
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.988205
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.927984
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.816983
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.93857
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.408682
CHL,Chile,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.442585
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,442.026
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,509.268
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,629.556
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,745.928
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,866.22
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,953.961
CHN,China (People's Republic of),"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,993.582
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.443873
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,5.119878
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,7.912691
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,8.97474
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.906181
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,10.53274
CHN,China (People's Republic of),"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,10.70889
COL,Colombia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,210.093
COL,Colombia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,225.431
COL,Colombia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,240.762
COL,Colombia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,218.82
COL,Colombia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,252.28
COL,Colombia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,245.993
COL,Colombia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,259.564
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.44375
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.586629
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.778932
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.499448
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.836129
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.716343
COL,Colombia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.849302
COM,Comoros,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,95.05
COM,Comoros,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,105.876
COM,Comoros,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,104.035
COM,Comoros,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,103.177
COM,Comoros,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,100.493
COM,Comoros,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,111.713
COM,Comoros,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,109.659
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.9555749
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.064415
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.045911
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.037278
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.010299
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.123101
COM,Comoros,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.431722
CRI,Costa Rica,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,116.598
CRI,Costa Rica,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,135.106
CRI,Costa Rica,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,149.659
CRI,Costa Rica,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,141.966
CRI,Costa Rica,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,159.282
CRI,Costa Rica,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,175.652
CRI,Costa Rica,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,185.842
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.357818
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.550392
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.700484
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.595363
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.760393
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.917336
CRI,Costa Rica,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.010128
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,201.315
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,216.855
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,272.09
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,264.658
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,238.33
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,300
CIV,Côte d'Ivoire,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,261.468
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.562387
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.180128
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.735436
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.660713
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.096759
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.825556
CIV,Côte d'Ivoire,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.281831
HRV,Croatia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,959.035
HRV,Croatia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,963.037
HRV,Croatia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,934.264
HRV,Croatia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,927.907
HRV,Croatia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,839.782
HRV,Croatia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,798.073
HRV,Croatia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,743.796
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,10.38188
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,10.83258
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,10.29295
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,9.988434
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.606851
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,9.104066
HRV,Croatia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,8.242996
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,357.806
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,387.479
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,426.423
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,505.272
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,596.867
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,788.252
PRK,Democratic People's Republic of Korea,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,841.388
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,158.143
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,149.978
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,134.722
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,104.634
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,100.636
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,129.548
COD,Democratic Republic of the Congo,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,127.274
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.58988
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.507795
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.354419
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.051929
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.01173
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.302397
COD,Democratic Republic of the Congo,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.281125
EGY,Egypt,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,1024.631
EGY,Egypt,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,989.005
EGY,Egypt,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,890.286
EGY,Egypt,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,939.763
EGY,Egypt,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,976.455
EGY,Egypt,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,958.617
EGY,Egypt,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,902.379
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,10.30103
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,11.78979
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,10.42596
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,10.91674
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,11.1093
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,10.88236
EGY,Egypt,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,10.13176
SLV,El Salvador,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,133.966
SLV,El Salvador,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,145.745
SLV,El Salvador,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,183.324
SLV,El Salvador,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,192.01
SLV,El Salvador,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,207.546
SLV,El Salvador,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,292.013
SLV,El Salvador,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,294.576
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.646439
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.7618
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.204408
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.297791
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.467735
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.435665
SLV,El Salvador,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.440208
FIN,Finland,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,269.214
FIN,Finland,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,212.918
FIN,Finland,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,169.569
FIN,Finland,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,135.089
FIN,Finland,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,130.486
FIN,Finland,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,67.303
FIN,Finland,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,69.65
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.838308
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.265044
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.720666
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.339478
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.287129
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.6662087
FIN,Finland,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.678485
FRA,France,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,403.756
FRA,France,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,357.472
FRA,France,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,326.014
FRA,France,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,278.893
FRA,France,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,275.995
FRA,France,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,216.93
FRA,France,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,203.434
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.192455
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.679105
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.273319
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.773181
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.737525
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.14033
FRA,France,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.984264
GRC,Greece,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,669.291
GRC,Greece,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,662.409
GRC,Greece,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,686.449
GRC,Greece,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,619.248
GRC,Greece,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,637.556
GRC,Greece,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,552.716
GRC,Greece,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,545.872
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,7.08352
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,7.001996
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,7.406554
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,6.448003
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,6.620028
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.954578
GRC,Greece,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.809804
CUB,Cuba,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,438.081
CUB,Cuba,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,458.516
CUB,Cuba,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,472.027
CUB,Cuba,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,455.504
CUB,Cuba,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,449.341
CUB,Cuba,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,544.04
CUB,Cuba,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,516.016
CYP,Cyprus,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,488.219
CYP,Cyprus,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,519.357
CYP,Cyprus,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,469.135
CYP,Cyprus,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,420.699
CYP,Cyprus,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,398.512
CYP,Cyprus,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,356.432
CYP,Cyprus,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,344.973
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,5.687406
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,5.912009
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,5.22757
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.584027
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.297557
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.942669
CYP,Cyprus,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.703354
DJI,Djibouti,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,120.318
DJI,Djibouti,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,156.291
DJI,Djibouti,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,224.564
DJI,Djibouti,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,331.675
DJI,Djibouti,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,394.345
DJI,Djibouti,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,434.895
DJI,Djibouti,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,465.637
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.551535
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.037708
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.972472
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.364166
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,5.103378
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.333886
DJI,Djibouti,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.592071
DMA,Dominica,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,343.605
DMA,Dominica,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,399.889
DMA,Dominica,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,445.894
DMA,Dominica,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,404.942
DMA,Dominica,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,409.561
DMA,Dominica,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,462.712
DMA,Dominica,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,455.776
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.06193
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.691526
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,5.160802
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.661428
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.636151
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.244033
DMA,Dominica,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.152742
DOM,Dominican Republic,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,97.887
DOM,Dominican Republic,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,103.617
DOM,Dominican Republic,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,147.943
DOM,Dominican Republic,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,219.372
DOM,Dominican Republic,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,255.542
DOM,Dominican Republic,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,357.522
DOM,Dominican Republic,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,353.82
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.177856
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.225057
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.709121
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.509368
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.86042
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.929915
DOM,Dominican Republic,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.816903
ECU,Ecuador,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,171.351
